major_id,major,prospec,Description,Matematika,Sains,Fisika,Sosiologi,Biologi,Kimia,Teknologi,Bisnis dan Ekonomi,Seni,Sastra dan Linguistik,Pendidikan,Hukum,Lingkungan,Kesehatan,Geografi,Komunikasi,Sejarah dan Filsafat,Hukum,highest
50,SASTRA INDONESIA,Dosen Sastra Indonesia,"Seorang dosen Sastra Indonesia mengajar mata kuliah sastra dan bahasa Indonesia di tingkat perguruan tinggi, serta berkontribusi dalam penelitian akademis. Tugas utama mereka mencakup menyusun silabus, memberikan kuliah, memimpin diskusi kelas, dan menilai tugas serta ujian mahasiswa. Mereka mengajarkan berbagai aspek sastra Indonesia, termasuk analisis teks, teori sastra, sejarah sastra, dan kritik sastra, serta mengaitkan karya sastra dengan konteks budaya, sosial, dan sejarah. Selain mengajar, dosen Sastra Indonesia juga melakukan penelitian untuk menghasilkan karya ilmiah yang dipublikasikan di jurnal akademis, serta sering berpartisipasi dalam konferensi dan seminar untuk berbagi temuan penelitian mereka. Mereka juga membimbing mahasiswa dalam penyusunan skripsi atau tesis, memberikan bimbingan akademis, dan berperan dalam kegiatan administrasi di departemen mereka. Keterampilan yang diperlukan termasuk pengetahuan mendalam tentang sastra dan bahasa Indonesia, kemampuan riset, keterampilan komunikasi dan presentasi yang baik, serta kemampuan untuk membimbing dan menginspirasi mahasiswa.





",0.1,0.1,0.1,0.2,0.1,0.1,0.2,0.2,0.1,0.9,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,10
51,PARIWISATA,Tour guide,"Tour guide adalah individu yang bertanggung jawab untuk memberikan informasi dan penjelasan kepada wisatawan mengenai destinasi wisata, sejarah, budaya, dan atraksi lokal. Mereka juga membantu mengatur jadwal perjalanan dan aktivitas wisatawan selama perjalanan. Prospek kerja sebagai tour guide cukup menjanjikan karena industri pariwisata terus berkembang dan permintaan akan layanan tour guide terus meningkat. Selain itu, profesi ini juga menawarkan kesempatan untuk berinteraksi dengan orang-orang dari berbagai latar belakang dan menjelajahi berbagai tempat menarik di seluruh dunia.",0.1,0.1,0.1,0.5,0.1,0.1,0.2,0.4,0.1,0.1,0.2,0.2,0.5,0.1,0.1,0.6,0.1,0.2,16
51,PARIWISATA,Travel agent,"Travel agent adalah seseorang yang bertanggung jawab untuk merencanakan dan mengatur perjalanan wisata bagi klien mereka. Tugas utama mereka meliputi mengurus tiket pesawat, akomodasi, transportasi, dan aktivitas selama perjalanan. Prospek kerja untuk travel agent cukup baik karena permintaan akan jasa mereka terus meningkat dengan semakin banyaknya orang yang memiliki minat untuk bepergian dan berlibur. Mereka dapat bekerja di agen perjalanan, maskapai penerbangan, hotel, atau bahkan bekerja secara mandiri. Kesempatan untuk berkembang dalam karir sebagai travel agent juga terbuka lebar dengan kemungkinan untuk menjadi spesialis dalam jenis perjalanan tertentu atau destinasi wisata tertentu.",0.1,0.1,0.1,0.5,0.1,0.1,0.2,0.4,0.1,0.1,0.2,0.2,0.5,0.1,0.1,0.6,0.1,0.2,16
51,PARIWISATA,Hotel manager,"Hotel manager adalah individu yang bertanggung jawab atas pengelolaan operasional sehari-hari hotel, termasuk manajemen staf, fasilitas, pemasaran, keuangan, dan layanan pelanggan. Mereka bertanggung jawab untuk memastikan hotel beroperasi dengan lancar, memenuhi kebutuhan tamu, dan mencapai target keuntungan. Prospek karir sebagai hotel manager sangat baik karena permintaan akan akomodasi wisata dan perjalanan bisnis terus meningkat, yang membutuhkan manajer hotel yang terampil dan berpengalaman untuk mengelola properti dengan efektif. Hotel manager dapat menuju posisi manajerial yang lebih tinggi dalam industri perhotelan atau memilih untuk membuka hotel sendiri di masa depan.",0.1,0.1,0.1,0.5,0.1,0.1,0.2,0.4,0.1,0.1,0.2,0.2,0.5,0.1,0.1,0.6,0.1,0.2,16
52,PENDIDIKAN BIOLOGI,Guru Biologi,"Sebagai seorang Guru Biologi, Anda akan memiliki prospek kerja yang sangat baik karena permintaan akan pendidik di bidang sains terus meningkat. Anda akan dapat mengajar di sekolah-sekolah menengah atas, perguruan tinggi, atau bahkan sebagai tutor pribadi. Sebagai seorang Guru Biologi, Anda akan memiliki kesempatan untuk menginspirasi para siswa untuk belajar tentang kehidupan dan alam semesta yang menarik. Anda juga dapat terlibat dalam penelitian ilmiah dan pengembangan kurikulum. Menjadi seorang Guru Biologi dapat memberikan kesempatan yang sangat memuaskan untuk berkontribusi dalam perkembangan ilmu pengetahuan dan membentuk generasi masa depan yang berpengetahuan luas.",0.2,0.7,0.3,0.3,0.9,0.1,0.3,0.2,0.1,0.1,0.4,0.1,0.8,0.3,0.3,0.2,0.2,0.1,5
52,PENDIDIKAN BIOLOGI,Peneliti Biologi,"Peneliti Biologi adalah individu yang melakukan penelitian ilmiah dalam bidang biologi untuk memahami serta menemukan pengetahuan baru terkait kehidupan organisme, lingkungan, dan ekosistem. Mereka dapat bekerja di berbagai institusi seperti universitas, lembaga penelitian, industri farmasi, perusahaan teknologi, dan konservasi lingkungan. Prospek kerja bagi Peneliti Biologi sangat baik karena permintaan akan pengetahuan tentang kehidupan organisme semakin meningkat, baik untuk pengembangan ilmu pengetahuan maupun aplikasi teknologi dalam sektor kesehatan, pangan, dan lingkungan.",0.2,0.7,0.3,0.3,0.9,0.1,0.3,0.2,0.1,0.1,0.4,0.1,0.8,0.3,0.3,0.2,0.2,0.1,5
52,PENDIDIKAN BIOLOGI,Konsultan Lingkungan,"Konsultan lingkungan adalah seseorang yang bertanggung jawab untuk memberikan saran dan solusi terkait dengan masalah lingkungan, seperti pengelolaan limbah, konservasi sumber daya alam, dan penerapan kebijakan lingkungan. Mereka bekerja dengan berbagai pihak, mulai dari perusahaan, pemerintah, hingga masyarakat, untuk mengidentifikasi dan menyelesaikan masalah lingkungan. Sebagai konsultan lingkungan, seseorang dapat mengharapkan untuk memiliki prospek kerja yang baik karena semakin banyaknya perhatian terhadap isu lingkungan di era modern ini.",0.2,0.7,0.3,0.3,0.9,0.1,0.3,0.2,0.1,0.1,0.4,0.1,0.8,0.3,0.3,0.2,0.2,0.1,5
53,AGROEKOTEKNOLOGI,Agronomist,"Agronomist adalah seorang ahli pertanian yang bertanggung jawab untuk merancang, mengelola, dan memantau produksi tanaman serta menjaga kesuburan tanah. Mereka juga melakukan riset terkait pertanian dan mengembangkan metode baru untuk meningkatkan produktivitas tanaman. Para agronomist biasanya bekerja di berbagai bidang seperti pertanian, perkebunan, hortikultura, dan lingkungan. Prospek kerja untuk agronomist cukup baik karena pertanian merupakan industri yang terus berkembang dan permintaan akan ahli pertanian semakin tinggi, terutama dengan adanya teknologi pertanian modern yang terus berkembang.",0.2,0.4,0.3,0,0.7,0.1,0.3,0.3,0.1,0,0.2,0.2,0.5,0,0.5,0.3,0,0.2,5
53,AGROEKOTEKNOLOGI,Soil Scientist,"Soil Scientist adalah ahli yang mempelajari sifat-sifat tanah, struktur, dan komposisi untuk mengembangkan praktik pertanian yang lebih efisien dan berkelanjutan. Prospek kerja bagi Soil Scientist cukup baik karena meningkatnya permintaan akan pengetahuan dan teknik manajemen pertanian yang berkelanjutan. Mereka dapat bekerja di berbagai industri termasuk pertanian, lingkungan, konservasi tanah, dan pengembangan lahan. Karir sebagai Soil Scientist juga memberikan kesempatan untuk terlibat dalam riset dan pengembangan inovasi di bidang pertanian dan lingkungan.",0.2,0.4,0.3,0,0.7,0.1,0.3,0.3,0.1,0,0.2,0.2,0.5,0,0.5,0.3,0,0.2,5
53,AGROEKOTEKNOLOGI,Agriculture Consultant,"Agriculture Consultant adalah seorang ahli yang memberikan saran dan rekomendasi kepada petani atau perusahaan pertanian dalam hal teknik pertanian, manajemen tanaman, pemilihan varietas, pengendalian hama dan penyakit, serta praktik-praktik berkelanjutan yang dapat meningkatkan produktivitas dan keuntungan dalam usaha pertanian. Mereka juga dapat membantu dalam perencanaan bisnis pertanian dan implementasi strategi pemasaran. Prospek karir Agriculture Consultant terus meningkat seiring dengan pertumbuhan industri pertanian yang terus berkembang dan semakin kompleks.",0.2,0.4,0.3,0,0.7,0.1,0.3,0.3,0.1,0,0.2,0.2,0.5,0,0.5,0.3,0,0.2,5
54,KEDOKTERAN HEWAN,Dokter hewan,"Dokter hewan adalah profesi yang bertanggung jawab atas kesehatan dan kesejahteraan hewan, mulai dari diagnosis, perawatan, pengobatan, dan pencegahan penyakit pada hewan. Prospek kerja sebagai dokter hewan dapat sangat menjanjikan karena permintaan akan layanan kesehatan hewan terus meningkat, baik dari kalangan peternak, pet owners, maupun industri peternakan. Selain itu, dengan perkembangan teknologi dan kebutuhan akan kualitas hidup hewan yang semakin meningkat, dokter hewan memiliki peluang untuk berkembang dalam berbagai bidang spesialisasi seperti bedah, kedokteran gigi, kesehatan reproduksi, dan kesehatan hewan exotic.",0.1,0.4,0.1,0.1,0.6,0.1,0.3,0,0.1,0.1,0.1,0.1,0.4,0.8,0.3,0.2,0.1,0.1,14
54,KEDOKTERAN HEWAN,Peternak,"Peternak adalah profesi yang bertanggung jawab untuk merawat dan mengelola hewan ternak, seperti sapi, kambing, ayam, dan sebagainya. Prospek kerja peternak cukup baik karena permintaan akan produk-produk hewan ternak selalu tinggi, baik untuk kebutuhan konsumsi maupun industri. Peternak juga bisa mengembangkan usaha mereka sendiri dengan meningkatkan kualitas dan kuantitas produksi hewan ternak.",0.1,0.4,0.1,0.1,0.6,0.1,0.3,0,0.1,0.1,0.1,0.1,0.4,0.8,0.3,0.2,0.1,0.1,14
54,KEDOKTERAN HEWAN,Peneliti biologi,"Peneliti Biologi adalah individu yang melakukan penelitian ilmiah dalam bidang biologi untuk memahami serta menemukan pengetahuan baru terkait kehidupan organisme, lingkungan, dan ekosistem. Mereka dapat bekerja di berbagai institusi seperti universitas, lembaga penelitian, industri farmasi, perusahaan teknologi, dan konservasi lingkungan. Prospek kerja bagi Peneliti Biologi sangat baik karena permintaan akan pengetahuan tentang kehidupan organisme semakin meningkat, baik untuk pengembangan ilmu pengetahuan maupun aplikasi teknologi dalam sektor kesehatan, pangan, dan lingkungan.",0.1,0.4,0.1,0.1,0.6,0.1,0.3,0,0.1,0.1,0.1,0.1,0.4,0.8,0.3,0.2,0.1,0.1,14
55,PENDIDIKAN EKONOMI,Ekonom,"Ekonom adalah seorang profesional yang ahli dalam menganalisis dan memahami berbagai aspek ekonomi dan bisnis, termasuk tren pasar, kebijakan pemerintah, dan dampak ekonomi global. Prospek kerja untuk seorang ekonom sangat terbuka luas, mereka dapat bekerja di berbagai sektor seperti perbankan, keuangan, pemerintahan, riset, dan konsultasi. Keterampilan analisis ekonomi yang kuat sangat dicari oleh banyak perusahaan dan organisasi untuk membantu mereka membuat keputusan yang baik dan strategis.",0.6,0.2,0.1,0.2,0.1,0,0.1,0.8,0.1,0.1,0.3,0.2,0.1,0.2,0.1,0.2,0.1,0.2,8
55,PENDIDIKAN EKONOMI,Akuntan,"Akuntan adalah profesi yang bertanggung jawab untuk mengelola dan menyusun laporan keuangan perusahaan, melakukan audit, serta memberikan saran keuangan kepada manajemen. Prospek kerja untuk akuntan sangat baik karena setiap perusahaan membutuhkan jasa akuntan untuk menjaga keuangan mereka tetap teratur dan transparan. Akuntan juga memiliki peluang untuk berkembang karir ke posisi manajemen keuangan atau konsultan keuangan.",0.6,0.2,0.1,0.2,0.1,0,0.1,0.8,0.1,0.1,0.3,0.2,0.1,0.2,0.1,0.2,0.1,0.2,8
55,PENDIDIKAN EKONOMI,Pengajar Ekonomi,"Pengajar Ekonomi adalah individu yang bertanggung jawab untuk mengajar mata pelajaran ekonomi kepada siswa atau mahasiswa. Mereka memiliki pengetahuan yang luas mengenai teori ekonomi, kebijakan ekonomi, analisis data ekonomi, dan topik-topik terkait lainnya. Prospek kerja untuk Pengajar Ekonomi sangat baik, terutama di lembaga pendidikan tinggi atau sekolah yang menawarkan program studi ekonomi. Selain itu, mereka juga dapat bekerja sebagai konsultan ekonomi, peneliti, atau analis ekonomi di berbagai instansi pemerintah atau swasta. Kemampuan untuk menyampaikan informasi dengan jelas dan metode pengajaran yang efektif sangat penting bagi seorang Pengajar Ekonomi.",0.6,0.2,0.1,0.2,0.1,0,0.1,0.8,0.1,0.1,0.3,0.2,0.1,0.2,0.1,0.2,0.1,0.2,8
56,PENDIDIKAN SEJARAH,Guru Sejarah,"Guru sejarah adalah individu yang bertanggung jawab untuk mengajar dan menjelaskan materi sejarah kepada siswa. Mereka dapat bekerja di sekolah-sekolah menengah dan tinggi, institusi pendidikan, atau lembaga penelitian. Prospek kerja guru sejarah cukup baik, karena permintaan akan guru yang berkualitas dalam bidang ini terus meningkat seiring dengan meningkatnya kesadaran akan pentingnya pemahaman sejarah untuk memahami masa kini dan masa depan. Selain itu, menjadi guru sejarah juga memberikan kesempatan untuk mendidik generasi muda tentang nilai-nilai sejarah dan meningkatkan pemahaman mereka tentang sejarah dunia.",0.1,0.3,0.1,0.5,0.1,0.1,0.1,0.2,0.1,0.3,0.2,0.3,0.3,0.1,0.2,0.2,0.9,0.3,17
56,PENDIDIKAN SEJARAH,Konservator Museum,"Konservator Museum adalah seorang profesional yang bertanggung jawab untuk merawat dan mempertahankan benda-benda seni dan artefak sejarah yang ada di museum. Mereka melakukan perawatan, restorasi, dan perlindungan terhadap koleksi museum agar tetap dalam kondisi baik dan dapat dinikmati oleh generasi mendatang. Prospek kerja konservator museum cukup baik, terutama di museum-museum yang memiliki koleksi bernilai tinggi dan membutuhkan perawatan khusus. Semakin banyak museum yang dibangun dan dikembangkan, semakin besar pula kebutuhan akan konservator museum yang berkualitas.",0.1,0.3,0.1,0.5,0.1,0.1,0.1,0.2,0.1,0.3,0.2,0.3,0.3,0.1,0.2,0.2,0.9,0.3,17
56,PENDIDIKAN SEJARAH,Peneliti Sejarah,"Peneliti sejarah adalah profesi yang melibatkan studi mendalam tentang peristiwa sejarah, mengumpulkan data historis, menganalisis dokumentasi, dan menyusun interpretasi dalam bentuk makalah, buku, atau presentasi. Prospek kerja peneliti sejarah dapat termasuk menjadi dosen universitas, penulis sejarah, konsultan sejarah untuk institusi budaya atau pemerintah, atau bekerja di museum atau perpustakaan sebagai kurator sejarah. Pekerjaan ini membutuhkan ketelitian, kecakapan analisis, dan kemampuan komunikasi yang baik.",0.1,0.3,0.1,0.5,0.1,0.1,0.1,0.2,0.1,0.3,0.2,0.3,0.3,0.1,0.2,0.2,0.9,0.3,17
57,PERENCANAAN WILAYAH DAN KOTA,Urban Planner,"Urban Planner adalah seorang profesional yang bertanggung jawab untuk merencanakan perkembangan dan pengelolaan kota atau area perkotaan, termasuk infrastruktur, transportasi, lahan, lingkungan, dan tata guna lahan. Prospek kerja Urban Planner sangat menjanjikan karena semakin banyaknya pembangunan dan pertumbuhan kota yang memerlukan perencanaan yang terstruktur dan berkelanjutan. Sebagai Urban Planner, Anda dapat bekerja di pemerintah, perusahaan konsultan, atau organisasi non-profit yang bergerak dalam pembangunan dan perencanaan perkotaan. Peran ini dapat memberikan Anda kesempatan untuk berkontribusi dalam menciptakan lingkungan perkotaan yang lebih baik dan berkelanjutan untuk generasi mendatang.",0.3,0.2,0.2,0.1,0.1,0.1,0.4,0.2,0.3,0.1,0.1,0.3,0.7,0.1,0.7,0.2,0.2,0.3,13
57,PERENCANAAN WILAYAH DAN KOTA,Regional Planner,"Regional Planner adalah seorang profesional yang bertanggung jawab untuk merancang dan mengembangkan rencana pengembangan regional yang berkelanjutan dan efisien. Mereka melakukan analisis terhadap data demografi, ekonomi, lingkungan, dan infrastruktur untuk membuat keputusan yang dapat mempengaruhi pertumbuhan dan perkembangan suatu wilayah. Prospek kerja bagi Regional Planner sangat baik karena meningkatnya kebutuhan akan perencanaan yang berkelanjutan dan berdampak positif bagi masyarakat dan lingkungan. Karir ini menawarkan peluang untuk bekerja di sektor pemerintahan, swasta, maupun lembaga nirlaba.",0.3,0.2,0.2,0.1,0.1,0.1,0.4,0.2,0.3,0.1,0.1,0.3,0.7,0.1,0.7,0.2,0.2,0.3,13
57,PERENCANAAN WILAYAH DAN KOTA,City Planner,"City Planner adalah seorang profesional yang bertanggung jawab untuk merencanakan dan mengelola pengembangan serta pertumbuhan perkotaan. Mereka melakukan analisis terhadap kondisi geografis, sosial, ekonomi, dan kebutuhan masyarakat dalam merancang tata ruang kota yang optimal. City Planner juga berperan dalam menentukan kebijakan pembangunan, transportasi, tata guna lahan, dan fasilitas publik untuk menciptakan lingkungan perkotaan yang berkelanjutan dan memberikan kualitas hidup yang baik bagi penduduk. Prospek kerja City Planner di masa depan cukup baik, mengingat tuntutan akan pembangunan perkotaan yang terus meningkat dan popularitas konsep kota berkelanjutan.",0.3,0.2,0.2,0.1,0.1,0.1,0.4,0.2,0.3,0.1,0.1,0.3,0.7,0.1,0.7,0.2,0.2,0.3,13
58,FISIKA,Ilmuwan,"Ilmuwan adalah individu yang memiliki pengetahuan mendalam dalam bidang ilmu pengetahuan dan teknologi. Mereka bertanggung jawab untuk melakukan penelitian, mengembangkan inovasi, dan menghasilkan pengetahuan baru yang dapat membantu dalam memecahkan masalah di berbagai bidang seperti kesehatan, lingkungan, teknologi, dan lainnya. Prospek kerja ilmuwan sangat luas, dengan peluang kerja yang ada di berbagai industri, lembaga riset, universitas, dan pemerintahan. Peningkatan pertumbuhan teknologi dan kebutuhan akan solusi inovatif juga membuat profesi ilmuwan menjadi sangat penting dan memiliki prospek kerja yang baik di masa depan.",0.5,0.8,0.9,0.1,0.3,0.2,0.6,0.3,0.2,0.2,0.1,0.1,0.2,0.2,0.3,0.1,0.2,0.1,3
58,FISIKA,Peneliti,"Seorang peneliti adalah seseorang yang melakukan pengumpulan data, analisis, dan interpretasi informasi untuk membantu memecahkan masalah atau menjawab pertanyaan yang relevan dalam bidang studi tertentu. Mereka bekerja untuk organisasi, lembaga riset, universitas, pemerintah, atau perusahaan swasta. Para peneliti dapat memiliki kesempatan untuk bekerja dalam berbagai bidang seperti ilmu pengetahuan, teknologi, kesehatan, lingkungan, dan lain-lain. Mereka biasanya membutuhkan keterampilan analitis yang kuat, kemampuan riset yang baik, dan kecakapan berkomunikasi yang efektif. Prospek kerja untuk seorang peneliti biasanya baik karena kebutuhan akan pengetahuan dan inovasi terus meningkat di berbagai sektor industri.",0.5,0.8,0.9,0.1,0.3,0.2,0.6,0.3,0.2,0.2,0.1,0.1,0.2,0.2,0.3,0.1,0.2,0.1,3
58,FISIKA,Guru,"Guru adalah seseorang yang bertanggung jawab untuk mengajar dan mendidik murid di sekolah atau lembaga pendidikan lainnya. Prospek kerja guru cukup menjanjikan karena kebutuhan akan tenaga pendidik terus meningkat seiring dengan pertumbuhan populasi. Selain itu, profesi guru dianggap sebagai salah satu profesi yang mulia karena memiliki peran yang besar dalam membentuk generasi masa depan. Secara finansial, gaji guru juga cukup kompetitif tergantung dari tingkat pendidikan dan pengalaman yang dimiliki.",0.5,0.8,0.9,0.1,0.3,0.2,0.6,0.3,0.2,0.2,0.1,0.1,0.2,0.2,0.3,0.1,0.2,0.1,3
59,ILMU ADMINISTRASI BISNIS,Administrator,"Administrator bertanggung jawab untuk mengelola dan mengkoordinasikan kegiatan operasional suatu organisasi. Mereka biasanya bertanggung jawab untuk menyusun jadwal, membuat laporan keuangan, mengontrol persediaan, dan menangani berbagai tugas administratif lainnya. Sebagai seorang Administrator, Anda diharapkan memiliki kemampuan multitasking, organisasi, serta komunikasi yang baik. Prospek kerja untuk Administrator cukup baik, karena hampir semua organisasi membutuhkan seseorang yang dapat mengelola tugas administratif dengan efisien.",0.1,0.3,0.1,0.2,0.1,0,0.3,0.8,0.1,0.1,0.1,0.3,0.2,0.1,0.2,0.2,0.2,0.3,8
59,ILMU ADMINISTRASI BISNIS,Marketing Manager,"Marketing Manager adalah orang yang bertanggung jawab dalam merencanakan, mengkoordinasikan, dan melaksanakan strategi pemasaran untuk meningkatkan penjualan dan citra perusahaan. Mereka juga harus mampu menganalisis pasar dan bersaing dengan kompetitor, serta mengelola tim pemasaran untuk mencapai tujuan perusahaan. Prospek kerja Marketing Manager sangat baik karena permintaan akan profesional pemasaran terus meningkat dengan berkembangnya industri dan teknologi digital. Tantangan besar dan peluang untuk mengembangkan karir juga tersedia untuk Marketing Manager yang sukses.",0.1,0.3,0.1,0.2,0.1,0,0.3,0.8,0.1,0.1,0.1,0.3,0.2,0.1,0.2,0.2,0.2,0.3,8
59,ILMU ADMINISTRASI BISNIS,Financial Analyst,"Seorang Financial Analyst adalah seorang profesional yang bertanggung jawab untuk menganalisis data keuangan, melacak kinerja keuangan perusahaan, membuat laporan keuangan, serta memberikan rekomendasi tentang strategi investasi dan keuangan. Prospek kerja sebagai Financial Analyst sangat menjanjikan karena mereka dapat bekerja di berbagai industri seperti perbankan, asuransi, investasi, serta perusahaan teknologi. Mereka juga memiliki peluang untuk berkembang menjadi posisi manajemen seperti Chief Financial Officer (CFO). Peran ini membutuhkan kemampuan analitis yang tinggi, pemahaman yang kuat tentang pasar keuangan, serta keterampilan komunikasi yang baik.",0.1,0.3,0.1,0.2,0.1,0,0.3,0.8,0.1,0.1,0.1,0.3,0.2,0.1,0.2,0.2,0.2,0.3,8
60,ILMU KELAUTAN,Marine Biologist,"Marine Biologist adalah ilmuwan yang mempelajari kehidupan laut dan ekosistemnya. Mereka melakukan penelitian tentang spesies laut, habitat laut, serta dampak manusia terhadap lingkungan laut. Prospek kerja Marine Biologist cukup baik karena permintaan akan pengetahuan tentang ekosistem laut semakin meningkat, baik dalam industri penangkapan ikan, konservasi lingkungan, pariwisata laut, hingga penelitian ilmiah. Marine Biologist dapat bekerja di laboratorium, kapal penelitian, universitas, lembaga pemerintah, atau organisasi non-profit. Menjadi Marine Biologist juga dapat memberi kesempatan untuk melakukan eksplorasi laut yang menarik dan mendalam.",0.4,0.4,0.2,0.1,0.6,0.1,0.1,0.2,0.1,0,0.3,0.3,0.6,0.2,0.3,0.1,0.2,0.3,5
60,ILMU KELAUTAN,Oceanographer,"Oceanographer adalah ilmuwan yang mempelajari dan menganalisis segala hal yang berhubungan dengan lautan, termasuk geologi laut, iklim laut, biologi laut, dan faktor-faktor lingkungan laut lainnya. Mereka biasanya bekerja untuk lembaga penelitian, pemerintah, perusahaan energi, atau organisasi lingkungan. Prospek kerja oceanographer cukup baik dengan adanya peningkatan kesadaran akan pentingnya melestarikan lautan dan sumber daya alam laut. Kesempatan kerja dalam bidang ini terus berkembang seiring dengan dampak perubahan iklim dan perlunya pemahaman yang lebih mendalam terhadap ekosistem laut.",0.4,0.4,0.2,0.1,0.6,0.1,0.1,0.2,0.1,0,0.3,0.3,0.6,0.2,0.3,0.1,0.2,0.3,5
60,ILMU KELAUTAN,Fisheries Manager,"Seorang Fisheries Manager bertanggung jawab untuk mengelola dan memantau kegiatan perikanan, termasuk merencanakan strategi pengelolaan sumber daya ikan, memastikan keberlanjutan perikanan, dan memastikan kepatuhan terhadap peraturan yang berlaku. Mereka juga bisa terlibat dalam pengelolaan penangkapan ikan, pemantauan kualitas air, dan merencanakan program penelitian dan pengembangan perikanan. Prospek kerja bagi seorang Fisheries Manager sangat baik, terutama dengan meningkatnya kesadaran akan keberlanjutan sumber daya ikan dan kepentingan untuk menjaga ekosistem laut yang sehat.",0.4,0.4,0.2,0.1,0.6,0.1,0.1,0.2,0.1,0,0.3,0.3,0.6,0.2,0.3,0.1,0.2,0.3,5
61,PENDIDIKAN BAHASA INDONESIA,Guru Bahasa Indonesia,"Guru Bahasa Indonesia memiliki prospek kerja yang cerah karena Bahasa Indonesia merupakan bahasa resmi negara Indonesia dan digunakan sebagai bahasa pengantar di semua tingkat pendidikan. Sebagai guru Bahasa Indonesia, seseorang dapat bekerja di sekolah-sekolah negeri atau swasta, lembaga kursus bahasa, perguruan tinggi, atau bahkan menjadi penulis atau penerjemah. Dengan semakin berkembangnya teknologi, guru Bahasa Indonesia juga memiliki kesempatan untuk mengajar secara online atau menjadi penulis konten digital. Tidak hanya itu, kebutuhan akan guru Bahasa Indonesia juga terus meningkat seiring dengan pertumbuhan jumlah siswa di Indonesia. Sehingga, menjadi guru Bahasa Indonesia adalah pilihan karir yang menjanjikan.",0.1,0.1,0.1,0.3,0.1,0.1,0.1,0.1,0.3,0.9,0.4,0.1,0.2,0.2,0.1,0.2,0.2,0.1,10
61,PENDIDIKAN BAHASA INDONESIA,Editor,"Seorang editor adalah seorang profesional yang bertanggung jawab untuk menyunting dan mengedit bahan tulisan, baik dalam bentuk teks, gambar, maupun suara. Mereka juga bertanggung jawab untuk memastikan kualitas dan konsistensi konten, serta memastikan bahwa bahan tersebut memenuhi standar editorial yang ditetapkan. Prospek karir seorang editor sangat menjanjikan, mengingat kebutuhan akan pengeditan konten yang semakin meningkat dengan perkembangan media digital dan industri kreatif. Editor dapat bekerja di berbagai bidang seperti penerbitan, media massa, perusahaan periklanan, dan agensi kreatif. Kesempatan untuk berkembang dan mendapatkan gaji tinggi juga merupakan daya tarik utama dalam karir ini.",0.1,0.1,0.1,0.3,0.1,0.1,0.1,0.1,0.3,0.9,0.4,0.1,0.2,0.2,0.1,0.2,0.2,0.1,10
61,PENDIDIKAN BAHASA INDONESIA,Penyiar Radio,"Penyiar Radio merupakan profesi yang bertanggung jawab menyampaikan informasi, hiburan, dan berita kepada pendengar melalui siaran radio. Prospek kerja penyiar radio cukup baik karena perkembangan industri media yang terus berkembang, sehingga banyak radio yang membutuhkan penyiar yang profesional dan memiliki kualitas suara yang baik. Selain itu, dengan kemajuan teknologi, penyiar radio juga bisa mengembangkan karirnya dalam industri media digital seperti podcast.",0.1,0.1,0.1,0.3,0.1,0.1,0.1,0.1,0.3,0.9,0.4,0.1,0.2,0.2,0.1,0.2,0.2,0.1,10
62,PERPAJAKAN,Akuntan,"Akuntan adalah profesi yang bertanggung jawab untuk mengelola dan menyusun laporan keuangan perusahaan, melakukan audit, serta memberikan saran keuangan kepada manajemen. Prospek kerja untuk akuntan sangat baik karena setiap perusahaan membutuhkan jasa akuntan untuk menjaga keuangan mereka tetap teratur dan transparan. Akuntan juga memiliki peluang untuk berkembang karir ke posisi manajemen keuangan atau konsultan keuangan.",0.4,0.1,0.1,0.3,0.1,0.1,0.1,0.7,0.1,0.1,0.9,0.8,0.2,0.1,0.1,0.5,0.2,0.8,11
62,PERPAJAKAN,Auditor,"Auditor adalah seorang profesional yang bertanggung jawab untuk melakukan pemeriksaan terhadap keuangan dan operasi suatu perusahaan atau organisasi. Mereka melakukan audit untuk memastikan kepatuhan terhadap peraturan dan prosedur yang berlaku, serta untuk menemukan potensi risiko dan peluang perbaikan. Prospek kerja seorang auditor sangat baik, karena setiap perusahaan membutuhkan jasa audit untuk memastikan transparansi dan akuntabilitas dalam pengelolaan keuangan dan operasional mereka. Selain itu, dengan semakin kompleksnya regulasi dan persyaratan pelaporan keuangan, permintaan akan auditor yang kompeten dan terlatih terus meningkat.",0.4,0.1,0.1,0.3,0.1,0.1,0.1,0.7,0.1,0.1,0.9,0.8,0.2,0.1,0.1,0.5,0.2,0.8,11
62,PERPAJAKAN,Pengacara pajak,"Sebagai seorang pengacara pajak, Anda akan bertanggung jawab untuk memberikan nasihat hukum kepada klien terkait perpajakan dan memastikan agar klien membayar pajak sesuai dengan hukum yang berlaku. Anda juga akan terlibat dalam proses audit, negosiasi dengan otoritas pajak, dan penyelesaian sengketa pajak. Karir sebagai pengacara pajak menawarkan potensi penghasilan yang tinggi dan peluang karir yang luas di berbagai sektor industri.",0.4,0.1,0.1,0.3,0.1,0.1,0.1,0.7,0.1,0.1,0.9,0.8,0.2,0.1,0.1,0.5,0.2,0.8,11
